Classificação_Lucro;Auditoria_De_Frete;Verificação_De_Entrega;Comissões;Classificação_Demográfica
Alta Lucratividade;Frete OK;Pendente;1403,55;Adulto
Lucratividade Normal;Frete OK;4;197,802;Adulto
Lucratividade Normal;Frete OK;6;181,944;Adulto
Alta Lucratividade;Frete OK;Pendente;521,46;Jovem
Lucratividade Normal;Frete OK;Pendente;85,068;Adulto
Lucratividade Normal;Frete OK;13;178,364;Adulto
Lucratividade Normal;Frete OK;Pendente;142,392;Adulto
Lucratividade Normal;Frete OK;25;105,146;Jovem
Lucratividade Normal;Frete OK;23;152,25;Adulto
Lucratividade Normal;Frete OK;Pendente;416,85;Jovem
Lucratividade Normal;Frete OK;Pendente;126,369;Adulto
Lucratividade Normal;Frete OK;Pendente;122,36;Adulto
Lucratividade Normal;Auditar Frete;Pendente;125,4;Adulto
Lucratividade Normal;Frete OK;14;184,95;Adulto
Lucratividade Normal;Frete OK;6;152,694;Adulto
Lucratividade Normal;Frete OK;Pendente;83,453;Jovem
Lucratividade Normal;Frete OK;Pendente;117,708;Adulto
Alta Lucratividade;Frete OK;4;384,2;Adulto
Lucratividade Normal;Frete OK;3;46,224;Adulto
Alta Lucratividade;Frete OK;Pendente;336,984;Adulto
Lucratividade Normal;Auditar Frete;Pendente;10,906;Jovem
Alta Lucratividade;Frete OK;20;1235;Adulto
Alta Lucratividade;Frete OK;Pendente;430,758;Adulto
Alta Lucratividade;Frete OK;9;396,066;Adulto
Lucratividade Normal;Frete OK;15;194,752;Adulto
Lucratividade Normal;Frete OK;Pendente;141,134;Adulto
Lucratividade Normal;Frete OK;Pendente;406,75;Jovem
Alta Lucratividade;Frete OK;Pendente;346,104;Adulto
Lucratividade Normal;Auditar Frete;Pendente;39,744;Jovem
Lucratividade Normal;Frete OK;Pendente;120,708;Adulto
Lucratividade Normal;Frete OK;20;63,522;Adulto
Lucratividade Normal;Frete OK;9;219,032;Adulto
Lucratividade Normal;Frete OK;6;248,49;Jovem
Lucratividade Normal;Frete OK;Pendente;152,643;Jovem
Lucratividade Normal;Frete OK;Pendente;36,244;Adulto
Alta Lucratividade;Frete OK;Pendente;1835;Adulto
Alta Lucratividade;Frete OK;Pendente;277,4;Adulto
Lucratividade Normal;Frete OK;Pendente;100,776;Adulto
Lucratividade Normal;Frete OK;Pendente;71,587;Jovem
Lucratividade Normal;Frete OK;19;160,803;Adulto
Lucratividade Normal;Frete OK;Pendente;400,01;Adulto
Lucratividade Normal;Frete OK;Pendente;227,511;Adulto
Lucratividade Normal;Frete OK;19;39,882;Adulto
Lucratividade Normal;Frete OK;10;119;Adulto
Lucratividade Normal;Auditar Frete;19;29,104;Adulto
Lucratividade Normal;Frete OK;Pendente;89,4;Adulto
Lucratividade Normal;Frete OK;Pendente;95,795;Adulto
Alta Lucratividade;Frete OK;Pendente;571,03;Adulto
Alta Lucratividade;Frete OK;16;313,344;Adulto
Alta Lucratividade;Frete OK;3;1152,6;Adulto
Lucratividade Normal;Frete OK;12;181,548;Adulto
Lucratividade Normal;Frete OK;19;147,475;Adulto
Alta Lucratividade;Frete OK;8;610,504;Adulto
Lucratividade Normal;Frete OK;3;133,228;Adulto
Lucratividade Normal;Frete OK;13;92,952;Adulto
Alta Lucratividade;Frete OK;Pendente;850,725;Jovem
Alta Lucratividade;Frete OK;18;493,17;Adulto
Lucratividade Normal;Frete OK;6;72,77;Jovem
Alta Lucratividade;Frete OK;Pendente;353,052;Adulto
Lucratividade Normal;Frete OK;17;88,54;Adulto
Lucratividade Normal;Frete OK;10;232;Jovem
Lucratividade Normal;Frete OK;14;58,65;Adulto
Alta Lucratividade;Frete OK;24;223,92;Jovem
Lucratividade Normal;Frete OK;Pendente;83,487;Adulto
Lucratividade Normal;Auditar Frete;Pendente;24,377;Adulto
Alta Lucratividade;Frete OK;Pendente;329,46;Adulto
Lucratividade Normal;Frete OK;7;40,185;Adulto
Lucratividade Normal;Frete OK;Pendente;171,342;Adulto
Lucratividade Normal;Frete OK;10;495,6;Adulto
Alta Lucratividade;Frete OK;20;400,032;Adulto
Lucratividade Normal;Frete OK;Pendente;184,072;Adulto
Lucratividade Normal;Frete OK;Pendente;201,6;Adulto
Alta Lucratividade;Frete OK;7;419,14;Adulto
Alta Lucratividade;Frete OK;Pendente;635,075;Adulto
Lucratividade Normal;Frete OK;3;541,5;Adulto
Lucratividade Normal;Frete OK;Pendente;485,1;Adulto
Lucratividade Normal;Frete OK;5;142,386;Adulto
Alta Lucratividade;Frete OK;10;394,002;Adulto
Alta Lucratividade;Frete OK;Pendente;321,246;Adulto
Lucratividade Normal;Frete OK;Pendente;253,4;Adulto
Alta Lucratividade;Frete OK;5;553,242;Adulto
Lucratividade Normal;Frete OK;Pendente;164,526;Adulto
Lucratividade Normal;Frete OK;Pendente;38,25;Adulto
Lucratividade Normal;Frete OK;20;355,3;Adulto
Lucratividade Normal;Frete OK;Pendente;352,35;Adulto
Lucratividade Normal;Frete OK;Pendente;117,096;Jovem
Alta Lucratividade;Frete OK;Pendente;403,325;Adulto
Alta Lucratividade;Frete OK;Pendente;487,728;Adulto
Alta Lucratividade;Frete OK;13;551,089;Adulto
Lucratividade Normal;Frete OK;4;76,698;Jovem
Lucratividade Normal;Frete OK;4;101,308;Adulto
Lucratividade Normal;Frete OK;7;170,85;Adulto
Alta Lucratividade;Frete OK;2;1882,8;Adulto
Lucratividade Normal;Frete OK;Pendente;183,204;Adulto
Alta Lucratividade;Frete OK;3;1144,5;Adulto
Lucratividade Normal;Frete OK;11;267,14;Jovem
Lucratividade Normal;Frete OK;Pendente;320,22;Adulto
Lucratividade Normal;Frete OK;Pendente;124,27;Adulto
Alta Lucratividade;Frete OK;Pendente;624,9;Adulto
Alta Lucratividade;Frete OK;Pendente;300,22;Adulto
Lucratividade Normal;Auditar Frete;Pendente;30,838;Adulto
Alta Lucratividade;Frete OK;17;283,356;Jovem
Lucratividade Normal;Frete OK;Pendente;65,195;Adulto
Alta Lucratividade;Frete OK;Pendente;359,21;Adulto
Alta Lucratividade;Frete OK;17;1626;Adulto
Lucratividade Normal;Frete OK;Pendente;71,784;Adulto
Lucratividade Normal;Frete OK;Pendente;117,99;Adulto
Alta Lucratividade;Frete OK;Pendente;701,46;Adulto
Alta Lucratividade;Frete OK;21;340,34;Adulto
Lucratividade Normal;Auditar Frete;Pendente;27;Adulto
Alta Lucratividade;Frete OK;Pendente;816,8;Adulto
Alta Lucratividade;Frete OK;Pendente;294,272;Adulto
Lucratividade Normal;Frete OK;13;55,206;Adulto
Lucratividade Normal;Frete OK;Pendente;170,64;Adulto
Alta Lucratividade;Frete OK;Pendente;1100,4;Adulto
Lucratividade Normal;Frete OK;Pendente;36,504;Adulto
Lucratividade Normal;Frete OK;Pendente;141,933;Adulto
Alta Lucratividade;Frete OK;14;482,6;Adulto
Lucratividade Normal;Frete OK;25;344,85;Adulto
Lucratividade Normal;Frete OK;6;102,6;Adulto
Lucratividade Normal;Frete OK;6;259,05;Jovem
Alta Lucratividade;Frete OK;Pendente;657;Adulto
Alta Lucratividade;Frete OK;Pendente;565,488;Adulto
Lucratividade Normal;Frete OK;Pendente;195,636;Adulto
Alta Lucratividade;Frete OK;11;298,832;Jovem
Lucratividade Normal;Auditar Frete;Pendente;21,4;Adulto
Lucratividade Normal;Frete OK;Pendente;141,474;Adulto
Alta Lucratividade;Frete OK;Pendente;478,8;Adulto
Lucratividade Normal;Auditar Frete;9;47,5;Jovem
Alta Lucratividade;Frete OK;10;507,06;Adulto
Lucratividade Normal;Frete OK;Pendente;52,15;Adulto
Lucratividade Normal;Frete OK;17;187,476;Jovem
Alta Lucratividade;Frete OK;20;1358,4;Adulto
Alta Lucratividade;Frete OK;2;282,87;Jovem
Alta Lucratividade;Frete OK;Pendente;564,25;Adulto
Alta Lucratividade;Frete OK;21;350,784;Adulto
Lucratividade Normal;Frete OK;15;214,928;Adulto
Lucratividade Normal;Frete OK;12;254,592;Adulto
Lucratividade Normal;Frete OK;25;133,532;Adulto
Alta Lucratividade;Frete OK;Pendente;1308,6;Adulto
Lucratividade Normal;Auditar Frete;15;42,864;Adulto
Lucratividade Normal;Auditar Frete;Pendente;27,108;Jovem
Alta Lucratividade;Frete OK;17;785,46;Adulto
Lucratividade Normal;Auditar Frete;7;95,85;Adulto
Alta Lucratividade;Frete OK;Pendente;908,58;Adulto
Lucratividade Normal;Frete OK;12;214,206;Adulto
Lucratividade Normal;Frete OK;7;217,816;Adulto
Lucratividade Normal;Frete OK;Pendente;22,1;Adulto
Lucratividade Normal;Frete OK;21;217,056;Adulto
Lucratividade Normal;Frete OK;4;146,88;Adulto
Lucratividade Normal;Frete OK;Pendente;248,976;Adulto
Lucratividade Normal;Frete OK;24;126,18;Adulto
Alta Lucratividade;Frete OK;Pendente;516,681;Adulto
Lucratividade Normal;Auditar Frete;21;22,857;Adulto
Alta Lucratividade;Frete OK;6;1136,25;Adulto
Lucratividade Normal;Auditar Frete;Pendente;29,196;Adulto
Alta Lucratividade;Frete OK;Pendente;509,656;Adulto
Alta Lucratividade;Frete OK;Pendente;221,35;Jovem
Alta Lucratividade;Frete OK;3;1782;Adulto
Lucratividade Normal;Auditar Frete;24;97,6;Adulto
Alta Lucratividade;Frete OK;11;774,18;Adulto
Lucratividade Normal;Auditar Frete;Pendente;28,476;Jovem
Alta Lucratividade;Frete OK;Pendente;297,864;Adulto
Lucratividade Normal;Frete OK;23;84,24;Adulto
Alta Lucratividade;Frete OK;Pendente;702,088;Adulto
Alta Lucratividade;Frete OK;Pendente;295,256;Adulto
Lucratividade Normal;Auditar Frete;Pendente;54,315;Jovem
Lucratividade Normal;Frete OK;22;164,475;Adulto
Lucratividade Normal;Frete OK;6;130,86;Adulto
Lucratividade Normal;Frete OK;21;233,5;Jovem
Lucratividade Normal;Frete OK;Pendente;74,596;Adulto
Alta Lucratividade;Frete OK;18;569,24;Jovem
Lucratividade Normal;Auditar Frete;Pendente;31,198;Adulto
Lucratividade Normal;Frete OK;Pendente;112,032;Adulto
Alta Lucratividade;Frete OK;20;522,823;Adulto
Lucratividade Normal;Frete OK;Pendente;157,14;Adulto
Lucratividade Normal;Frete OK;Pendente;193,545;Jovem
Alta Lucratividade;Frete OK;8;508,326;Adulto
Lucratividade Normal;Frete OK;Pendente;62,51;Adulto
Lucratividade Normal;Frete OK;Pendente;613,8;Adulto
Alta Lucratividade;Frete OK;8;762,66;Adulto
Alta Lucratividade;Frete OK;25;296,82;Jovem
Lucratividade Normal;Frete OK;Pendente;155,736;Adulto
Alta Lucratividade;Frete OK;19;442,4;Adulto
Alta Lucratividade;Frete OK;Pendente;1683,45;Adulto
Lucratividade Normal;Frete OK;Pendente;441,4;Adulto
Alta Lucratividade;Frete OK;Pendente;474,048;Adulto
Alta Lucratividade;Frete OK;Pendente;349,792;Jovem
Lucratividade Normal;Frete OK;Pendente;46,36;Jovem
Lucratividade Normal;Frete OK;Pendente;224,922;Adulto
Lucratividade Normal;Frete OK;16;57,51;Adulto
Lucratividade Normal;Frete OK;9;523,6;Adulto
Lucratividade Normal;Auditar Frete;2;5,778;Adulto
Alta Lucratividade;Frete OK;25;836,28;Adulto
Alta Lucratividade;Frete OK;Pendente;1070;Adulto
Lucratividade Normal;Auditar Frete;Pendente;64,386;Adulto
Alta Lucratividade;Frete OK;22;397,29;Adulto
Lucratividade Normal;Frete OK;Pendente;189,006;Adulto
Lucratividade Normal;Frete OK;15;269,008;Adulto
Alta Lucratividade;Frete OK;Pendente;2055;Jovem
Lucratividade Normal;Frete OK;23;66,912;Jovem
Lucratividade Normal;Frete OK;13;49,896;Adulto
Lucratividade Normal;Frete OK;Pendente;66,334;Adulto
Alta Lucratividade;Frete OK;Pendente;273,87;Adulto
Alta Lucratividade;Frete OK;10;1428;Adulto
Alta Lucratividade;Frete OK;Pendente;246,092;Adulto
Lucratividade Normal;Frete OK;Pendente;803,7;Adulto
Alta Lucratividade;Frete OK;6;961,75;Adulto
Lucratividade Normal;Frete OK;20;82,9;Adulto
Lucratividade Normal;Frete OK;25;133,875;Adulto
Alta Lucratividade;Frete OK;20;266;Adulto
Alta Lucratividade;Frete OK;25;447,336;Adulto
Alta Lucratividade;Frete OK;Pendente;323,76;Adulto
Lucratividade Normal;Frete OK;5;144,84;Adulto
Alta Lucratividade;Frete OK;9;340,081;Adulto
Lucratividade Normal;Frete OK;6;21,622;Adulto
Lucratividade Normal;Frete OK;Pendente;44,712;Adulto
Lucratividade Normal;Frete OK;Pendente;269,28;Adulto
Alta Lucratividade;Frete OK;17;408,234;Adulto
Lucratividade Normal;Auditar Frete;Pendente;81,5;Adulto
Lucratividade Normal;Frete OK;13;111,8;Adulto
Alta Lucratividade;Frete OK;Pendente;229,14;Adulto
Alta Lucratividade;Frete OK;6;718,704;Adulto
Lucratividade Normal;Frete OK;4;116,736;Adulto
Lucratividade Normal;Frete OK;Pendente;249,3;Jovem
Alta Lucratividade;Frete OK;Pendente;1669,5;Jovem
Lucratividade Normal;Auditar Frete;Pendente;33,804;Adulto
Alta Lucratividade;Frete OK;22;1978,65;Adulto
Lucratividade Normal;Frete OK;20;162,526;Adulto
Lucratividade Normal;Auditar Frete;20;8,25;Adulto
Lucratividade Normal;Frete OK;15;295,2;Jovem
Alta Lucratividade;Frete OK;12;554,688;Adulto
Lucratividade Normal;Auditar Frete;21;36,567;Adulto
Lucratividade Normal;Frete OK;Pendente;77,35;Adulto
Lucratividade Normal;Frete OK;6;400,3;Adulto
Alta Lucratividade;Frete OK;Pendente;630,666;Jovem
Alta Lucratividade;Frete OK;12;2126,7;Adulto
Alta Lucratividade;Frete OK;16;681,19;Adulto
Lucratividade Normal;Frete OK;Pendente;162,216;Adulto
Lucratividade Normal;Auditar Frete;Pendente;49,104;Adulto
Alta Lucratividade;Frete OK;10;279,756;Adulto
Lucratividade Normal;Frete OK;Pendente;333,396;Adulto
Lucratividade Normal;Frete OK;Pendente;403,8;Adulto
Alta Lucratividade;Frete OK;Pendente;367,935;Adulto
Lucratividade Normal;Auditar Frete;Pendente;28,462;Adulto
Alta Lucratividade;Frete OK;24;400,311;Adulto
Alta Lucratividade;Frete OK;Pendente;738,234;Jovem
Alta Lucratividade;Frete OK;8;1560;Adulto
Alta Lucratividade;Frete OK;20;1953,2;Adulto
Lucratividade Normal;Frete OK;Pendente;398,4;Adulto
Lucratividade Normal;Frete OK;18;62,226;Adulto
Alta Lucratividade;Frete OK;9;656,469;Adulto
Alta Lucratividade;Frete OK;2;877,5;Adulto
Alta Lucratividade;Frete OK;Pendente;652,5;Adulto
Alta Lucratividade;Frete OK;21;273,456;Adulto
Lucratividade Normal;Frete OK;Pendente;94,4;Jovem
Lucratividade Normal;Frete OK;19;101,97;Adulto
Lucratividade Normal;Frete OK;12;182,088;Jovem
Lucratividade Normal;Frete OK;Pendente;338,317;Adulto
Alta Lucratividade;Frete OK;20;685,2;Adulto
Alta Lucratividade;Frete OK;Pendente;417,282;Adulto
Lucratividade Normal;Frete OK;8;147,042;Adulto
Lucratividade Normal;Auditar Frete;18;15,3;Adulto
Alta Lucratividade;Frete OK;Pendente;409,53;Adulto
Lucratividade Normal;Frete OK;4;49,97;Adulto
Alta Lucratividade;Frete OK;Pendente;380,817;Adulto
Lucratividade Normal;Auditar Frete;Pendente;18;Jovem
Lucratividade Normal;Frete OK;Pendente;104,788;Adulto
Lucratividade Normal;Frete OK;Pendente;196,25;Adulto
Alta Lucratividade;Frete OK;Pendente;694,161;Adulto
Lucratividade Normal;Frete OK;3;218,892;Adulto
Lucratividade Normal;Frete OK;3;54,468;Adulto
Lucratividade Normal;Auditar Frete;7;6,84;Adulto
Lucratividade Normal;Frete OK;Pendente;165,24;Jovem
Lucratividade Normal;Frete OK;24;196,29;Adulto
Lucratividade Normal;Auditar Frete;Pendente;88,45;Adulto
Alta Lucratividade;Frete OK;Pendente;2159,55;Adulto
Alta Lucratividade;Frete OK;17;791,35;Adulto
Lucratividade Normal;Frete OK;Pendente;155,55;Jovem
Alta Lucratividade;Frete OK;Pendente;465,804;Adulto
Lucratividade Normal;Auditar Frete;Pendente;44,064;Jovem
Lucratividade Normal;Frete OK;10;180,9;Adulto
Alta Lucratividade;Frete OK;Pendente;239,096;Adulto
Lucratividade Normal;Auditar Frete;19;21,75;Adulto
Lucratividade Normal;Auditar Frete;Pendente;24,45;Adulto
Alta Lucratividade;Frete OK;9;475,2;Adulto
Lucratividade Normal;Frete OK;8;48,348;Adulto
Lucratividade Normal;Frete OK;11;90,5;Adulto
Alta Lucratividade;Frete OK;15;1817,1;Adulto
Lucratividade Normal;Frete OK;8;190,332;Adulto
Alta Lucratividade;Frete OK;19;423,216;Adulto
Lucratividade Normal;Auditar Frete;3;60,3;Adulto
Alta Lucratividade;Frete OK;Pendente;360,288;Adulto
Alta Lucratividade;Frete OK;Pendente;901,5;Adulto
Alta Lucratividade;Frete OK;18;260,87;Adulto
Alta Lucratividade;Frete OK;10;668,44;Adulto
Alta Lucratividade;Frete OK;Pendente;550,188;Adulto
Lucratividade Normal;Frete OK;2;326,4;Adulto
Lucratividade Normal;Frete OK;Pendente;256,95;Adulto
Lucratividade Normal;Frete OK;Pendente;66,69;Adulto
Lucratividade Normal;Frete OK;18;144,381;Adulto
Lucratividade Normal;Frete OK;Pendente;428,4;Adulto
Lucratividade Normal;Frete OK;Pendente;85,752;Jovem
Lucratividade Normal;Frete OK;Pendente;129,591;Adulto
Lucratividade Normal;Frete OK;Pendente;48,412;Adulto
Lucratividade Normal;Auditar Frete;Pendente;36,792;Jovem
Lucratividade Normal;Frete OK;Pendente;495,2;Adulto
Alta Lucratividade;Frete OK;Pendente;420,318;Adulto
Alta Lucratividade;Frete OK;6;259,434;Adulto
Alta Lucratividade;Frete OK;Pendente;562,35;Adulto
Alta Lucratividade;Frete OK;6;247,044;Adulto
Alta Lucratividade;Frete OK;Pendente;823,5;Adulto
Alta Lucratividade;Frete OK;Pendente;1287;Adulto
Lucratividade Normal;Frete OK;Pendente;67,184;Jovem
Lucratividade Normal;Frete OK;23;22,576;Adulto
Alta Lucratividade;Frete OK;Pendente;652,63;Adulto
Alta Lucratividade;Frete OK;Pendente;730,74;Adulto
Lucratividade Normal;Frete OK;2;155,55;Adulto
Alta Lucratividade;Frete OK;8;261,402;Adulto
Lucratividade Normal;Frete OK;Pendente;169,7;Jovem
Lucratividade Normal;Frete OK;8;284,24;Jovem
Lucratividade Normal;Frete OK;Pendente;126,82;Adulto
Alta Lucratividade;Frete OK;Pendente;707,94;Adulto
Lucratividade Normal;Auditar Frete;Pendente;12,852;Adulto
Alta Lucratividade;Frete OK;25;910,5;Jovem
Lucratividade Normal;Frete OK;Pendente;217,5;Adulto
Lucratividade Normal;Frete OK;9;213,69;Adulto
Lucratividade Normal;Frete OK;21;116,96;Adulto
Alta Lucratividade;Frete OK;Pendente;260,658;Adulto
Lucratividade Normal;Frete OK;24;127,548;Adulto
Lucratividade Normal;Frete OK;4;172,52;Adulto
Alta Lucratividade;Frete OK;Pendente;700,65;Adulto
Lucratividade Normal;Frete OK;Pendente;234,432;Jovem
Lucratividade Normal;Frete OK;Pendente;202,806;Adulto
Lucratividade Normal;Frete OK;17;409,5;Adulto
Lucratividade Normal;Auditar Frete;Pendente;13,395;Adulto
Alta Lucratividade;Frete OK;Pendente;435,33;Adulto
Alta Lucratividade;Frete OK;Pendente;710,28;Adulto
Lucratividade Normal;Frete OK;Pendente;253,062;Adulto
Alta Lucratividade;Frete OK;7;273,6;Adulto
Lucratividade Normal;Frete OK;25;316,863;Adulto
Alta Lucratividade;Frete OK;5;946,96;Adulto
Lucratividade Normal;Auditar Frete;Pendente;35,802;Adulto
Alta Lucratividade;Frete OK;15;370,71;Adulto
Alta Lucratividade;Frete OK;Pendente;669,978;Adulto
Alta Lucratividade;Frete OK;Pendente;1982,8;Adulto
Lucratividade Normal;Frete OK;3;100,738;Adulto
Lucratividade Normal;Frete OK;9;294,21;Adulto
Alta Lucratividade;Frete OK;25;373,184;Adulto
Alta Lucratividade;Frete OK;Pendente;528,53;Adulto
Lucratividade Normal;Frete OK;Pendente;77,826;Adulto
Alta Lucratividade;Frete OK;Pendente;490,212;Adulto
Alta Lucratividade;Frete OK;Pendente;316,064;Adulto
Lucratividade Normal;Frete OK;9;262,15;Adulto
Alta Lucratividade;Frete OK;Pendente;519,52;Adulto
Alta Lucratividade;Frete OK;11;340,518;Adulto
Alta Lucratividade;Frete OK;15;291,38;Adulto
Lucratividade Normal;Frete OK;16;193,65;Jovem
Alta Lucratividade;Frete OK;21;740,75;Adulto
Lucratividade Normal;Auditar Frete;Pendente;118,5;Adulto
Lucratividade Normal;Frete OK;22;86,508;Jovem
Alta Lucratividade;Frete OK;4;586,296;Adulto
Lucratividade Normal;Frete OK;25;164,79;Adulto
Lucratividade Normal;Frete OK;Pendente;56,556;Adulto
Alta Lucratividade;Frete OK;22;261,801;Adulto
Lucratividade Normal;Frete OK;Pendente;210,8;Adulto
Lucratividade Normal;Auditar Frete;11;37,908;Adulto
Alta Lucratividade;Frete OK;Pendente;931,7;Jovem
Lucratividade Normal;Frete OK;24;174,1;Jovem
Lucratividade Normal;Auditar Frete;Pendente;33,364;Adulto
Lucratividade Normal;Frete OK;4;352,3;Jovem
Alta Lucratividade;Frete OK;Pendente;376,533;Adulto
Lucratividade Normal;Frete OK;14;206,712;Adulto
Lucratividade Normal;Frete OK;Pendente;544,8;Jovem
Alta Lucratividade;Frete OK;25;1221,3;Adulto
Lucratividade Normal;Frete OK;25;169,065;Adulto
Lucratividade Normal;Frete OK;Pendente;577,2;Adulto
Lucratividade Normal;Frete OK;23;280,415;Adulto
Alta Lucratividade;Frete OK;13;1942,4;Adulto
Alta Lucratividade;Frete OK;Pendente;753,54;Adulto
Lucratividade Normal;Frete OK;23;171,207;Jovem
Alta Lucratividade;Frete OK;Pendente;555;Adulto
Alta Lucratividade;Frete OK;Pendente;1310,4;Adulto
Alta Lucratividade;Frete OK;Pendente;517,356;Jovem
Lucratividade Normal;Frete OK;Pendente;61,74;Adulto
Lucratividade Normal;Frete OK;Pendente;203,31;Adulto
Lucratividade Normal;Frete OK;Pendente;71,136;Jovem
Lucratividade Normal;Frete OK;15;323,1;Adulto
Lucratividade Normal;Frete OK;Pendente;189,486;Adulto
Lucratividade Normal;Frete OK;Pendente;31,144;Adulto
Alta Lucratividade;Frete OK;4;428,127;Jovem
Alta Lucratividade;Frete OK;Pendente;850,95;Adulto
Alta Lucratividade;Frete OK;Pendente;644,112;Adulto
Lucratividade Normal;Frete OK;17;26;Adulto
Lucratividade Normal;Frete OK;Pendente;58,626;Adulto
Alta Lucratividade;Frete OK;Pendente;292,248;Adulto
Lucratividade Normal;Frete OK;16;102,771;Adulto
Alta Lucratividade;Frete OK;12;310,968;Adulto
Alta Lucratividade;Frete OK;Pendente;1617,6;Jovem
Lucratividade Normal;Frete OK;Pendente;721,8;Adulto
Alta Lucratividade;Frete OK;Pendente;320,435;Adulto
Alta Lucratividade;Frete OK;Pendente;756,891;Adulto
Alta Lucratividade;Frete OK;Pendente;435,176;Adulto
Lucratividade Normal;Frete OK;13;159,552;Adulto
Lucratividade Normal;Frete OK;Pendente;235,858;Adulto
Lucratividade Normal;Auditar Frete;9;18,258;Adulto
Lucratividade Normal;Frete OK;11;271,184;Jovem
